0.00,60.00
1.00,61.20
2.00,62.40
3.00,63.60
4.00,64.80
5.00,66.00
6.00,67.20
7.00,68.40
8.00,69.60
9.00,70.80
10.00,72.00
11.00,73.20
12.00,74.40
13.00,75.60
14.00,76.80
15.00,78.00
16.00,79.20
17.00,80.40
18.00,81.60
19.00,82.80
20.00,84.00
21.00,85.20
22.00,86.40
23.00,87.60
24.00,88.80
25.00,90.00
26.00,91.20
27.00,92.40
28.00,93.60
29.00,94.80
30.00,96.00
31.00,97.20
32.00,98.40
33.00,99.60
34.00,100.80
35.00,102.00
36.00,103.20
37.00,104.40
38.00,105.60
39.00,106.80
40.00,108.00
41.00,109.20
42.00,110.40
43.00,111.60
44.00,112.80
45.00,114.00
46.00,115.20
47.00,116.40
48.00,117.60
49.00,118.80
50.00,120.00
51.00,121.20
52.00,122.40
53.00,123.60
54.00,124.80
55.00,126.00
56.00,127.20
57.00,128.40
58.00,129.60
59.00,130.80
60.00,132.00
61.00,133.20
62.00,134.40
63.00,135.60
64.00,136.80
65.00,138.00
66.00,139.20
67.00,140.40
68.00,141.60
69.00,142.80
70.00,144.00
71.00,145.20
72.00,146.40
73.00,147.60
74.00,148.80
75.00,150.00
76.00,151.20
77.00,152.40
78.00,153.60
79.00,154.80
80.00,156.00
81.00,157.20
82.00,158.40
83.00,159.60
84.00,160.80
85.00,162.00
86.00,163.20
87.00,164.40
88.00,165.60
89.00,166.80
90.00,168.00
91.00,169.20
92.00,170.40
93.00,171.60
94.00,172.80
95.00,174.00
96.00,175.20
97.00,176.40
98.00,177.60
99.00,178.80
0.00,60.00
1.00,61.20
2.00,62.40
3.00,63.60
4.00,64.80
5.00,66.00
6.00,67.20
7.00,68.40
8.00,69.60
9.00,70.80
10.00,72.00
11.00,73.20
12.00,74.40
13.00,75.60
14.00,76.80
15.00,78.00
16.00,79.20
17.00,80.40
18.00,81.60
19.00,82.80
20.00,84.00
21.00,85.20
22.00,86.40
23.00,87.60
24.00,88.80
25.00,90.00
26.00,91.20
27.00,92.40
28.00,93.60
29.00,94.80
30.00,96.00
31.00,97.20
32.00,98.40
33.00,99.60
34.00,100.80
35.00,102.00
36.00,103.20
37.00,104.40
38.00,105.60
39.00,106.80
40.00,108.00
41.00,109.20
42.00,110.40
43.00,111.60
44.00,112.80
45.00,114.00
46.00,115.20
47.00,116.40
48.00,117.60
49.00,118.80
50.00,120.00
51.00,121.20
52.00,122.40
53.00,123.60
54.00,124.80
55.00,126.00
56.00,127.20
57.00,128.40
58.00,129.60
59.00,130.80
60.00,132.00
61.00,133.20
62.00,134.40
63.00,135.60
64.00,136.80
65.00,138.00
66.00,139.20
67.00,140.40
68.00,141.60
69.00,142.80
70.00,144.00
71.00,145.20
72.00,146.40
73.00,147.60
74.00,148.80
75.00,150.00
76.00,151.20
77.00,152.40
78.00,153.60
79.00,154.80
80.00,156.00
81.00,157.20
82.00,158.40
83.00,159.60
84.00,160.80
85.00,162.00
86.00,163.20
87.00,164.40
88.00,165.60
89.00,166.80
90.00,168.00
91.00,169.20
92.00,170.40
93.00,171.60
94.00,172.80
95.00,174.00
96.00,175.20
97.00,176.40
98.00,177.60
99.00,178.80
0.00,60.00
1.00,61.20
2.00,62.40
3.00,63.60
4.00,64.80
5.00,66.00
6.00,67.20
7.00,68.40
8.00,69.60
9.00,70.80
10.00,72.00
11.00,73.20
12.00,74.40
13.00,75.60
14.00,76.80
15.00,78.00
16.00,79.20
17.00,80.40
18.00,81.60
19.00,82.80
20.00,84.00
21.00,85.20
22.00,86.40
23.00,87.60
24.00,88.80
25.00,90.00
26.00,91.20
27.00,92.40
28.00,93.60
29.00,94.80
30.00,96.00
31.00,97.20
32.00,98.40
33.00,99.60
34.00,100.80
35.00,102.00
36.00,103.20
37.00,104.40
38.00,105.60
39.00,106.80
40.00,108.00
41.00,109.20
42.00,110.40
43.00,111.60
44.00,112.80
45.00,114.00
46.00,115.20
47.00,116.40
48.00,117.60
49.00,118.80
50.00,120.00
51.00,121.20
52.00,122.40
53.00,123.60
54.00,124.80
55.00,126.00
56.00,127.20
57.00,128.40
58.00,129.60
59.00,130.80
60.00,132.00
61.00,133.20
62.00,134.40
63.00,135.60
64.00,136.80
65.00,138.00
66.00,139.20
67.00,140.40
68.00,141.60
69.00,142.80
70.00,144.00
71.00,145.20
72.00,146.40
73.00,147.60
74.00,148.80
75.00,150.00
76.00,151.20
77.00,152.40
78.00,153.60
79.00,154.80
80.00,156.00
81.00,157.20
82.00,158.40
83.00,159.60
84.00,160.80
85.00,162.00
86.00,163.20
87.00,164.40
88.00,165.60
89.00,166.80
90.00,168.00
91.00,169.20
92.00,170.40
93.00,171.60
94.00,172.80
95.00,174.00
96.00,175.20
97.00,176.40
98.00,177.60
99.00,178.80
